p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
0	0.44990232155669885	1	1	0	progenitor	Rps3a1
0	0.44981595863977253	0.998	0.956	0	progenitor	Rps25
0	0.4390229559590799	1	1	0	progenitor	Rpl27a
0	0.43850347427451464	1	0.995	0	progenitor	Rpl17
0	0.43414759333389874	1	0.98	0	progenitor	Rps6
0	0.4319983215864096	0.998	0.971	0	progenitor	Naca
0	0.42611141322538604	1	1	0	progenitor	mt-Atp6
0	0.4227718984368929	1	0.999	0	progenitor	Rps11
0	0.42249638680283486	0.999	0.992	0	progenitor	Rpl24
0	0.42244119858831697	1	0.989	0	progenitor	Rpl36
0	0.42130484848568894	1	0.998	0	progenitor	Rpl37a
0	0.41535586576823996	0.338	0.065	0	progenitor	Samd3
0	0.41068623371712953	0.387	0.108	0	progenitor	Ehd3
0	0.4088451157450059	1	0.997	0	progenitor	Rpl11
0	0.4048351718145957	1	0.998	0	progenitor	Rpl3
0	0.3987700301577185	0.237	0.012	0	progenitor	Kbtbd11
0	0.396556266012948	1	1	0	progenitor	Rps4x
0	0.3898459086520139	0.219	0.001	0	progenitor	Nsg2
0	0.3872362994675368	0.247	0.036	0	progenitor	Tbc1d4
0	0.3850560329707138	1	1	0	progenitor	Rpl34
0	0.38151402145456487	0.262	0.032	0	progenitor	Pecam1
0	0.3810217185855691	0.169	0.018	0	progenitor	Sell
0	0.3785482625118344	0.33	0.067	0	progenitor	Tespa1
0	0.3769963802458087	1	1	0	progenitor	Rpl30
0	0.3731990940385237	1	0.997	0	progenitor	Rpl7
0	0.3631124574168396	1	1	0	progenitor	Rps3
0	0.35966645696489197	1	1	0	progenitor	Rpl18a
0	0.34584387735604594	1	1	0	progenitor	Rps14
0	0.34324354731182927	0.215	0.021	0	progenitor	Adk
0	0.3374850259851936	1	1	0	progenitor	Rps13
0	0.3276920839962338	0.137	0.007	0	progenitor	Slfn5
0	0.32683449451420166	0.222	0.021	0	progenitor	Bmyc
0	0.32531780682690487	0.184	0.016	0	progenitor	1700019D03Rik
0	0.3237961822208172	0.203	0.019	0	progenitor	Tnfsf4
0	0.32079612810438535	0.187	0.005	0	progenitor	Cxcr5
0	0.31765826514452966	1	1	0	progenitor	Rpl19
0	0.3109659386271577	1	1	0	progenitor	mt-Co2
0	0.3074387642509815	1	0.999	0	progenitor	Rps23
0	0.3025873109815428	0.178	0.003	0	progenitor	Gm26551
0	0.30238653405128857	0.148	0.002	0	progenitor	Art3
0	0.29895505182777066	0.13	0.009	0	progenitor	Cd81
0	0.28931687387379945	1	1	0	progenitor	Eef1a1
0	0.26962284548377546	0.164	0.015	0	progenitor	Spock2
0	0.26263698797099244	0.151	0.001	0	progenitor	Aff3
0	-0.5182415858805056	1	1	0	progenitor	Tmsb4x
0	-0.5548677793182621	0.899	0.939	0	progenitor	Cd48
0	-0.5720808872904621	0.998	0.998	0	progenitor	AW112010
0	-0.6059984574334494	0.997	0.996	0	progenitor	Cd3g
0	-0.8167549334882467	0.982	1	0	progenitor	Nkg7
0	-0.8174712831933428	0.795	0.914	0	progenitor	Ctsd
0	-0.8899021324230335	0.063	0.464	0	progenitor	Fasl
0	-0.9250194162994336	0.745	0.914	0	progenitor	Id2
0	-1.6744553111132319	0.109	0.712	0	progenitor	Cxcr6
0	-1.7447676039168383	0.178	0.695	0	progenitor	Ccl3
0	-1.9560847928163918	0.229	0.825	0	progenitor	Ccl4
0	-2.023822672467217	0.896	1	0	progenitor	Ccl5
0	-2.2364342957373355	0.099	0.902	0	progenitor	Gzmb
0	-2.963721778241137	0.132	0.746	0	progenitor	Gzma
1.6490764612296713e-306	0.2770475208256604	1	1	2.384894378230351e-302	progenitor	Rps15a
2.7792204404381418e-301	0.37251342242133756	0.997	0.957	4.0193086009616404e-297	progenitor	mt-Nd1
7.511032348151961e-296	0.6629120010979404	0.772	0.398	1.0862454981897366e-291	progenitor	Jun
1.095949147970484e-281	0.37453384226325637	0.36	0.101	1.5849616577949138e-277	progenitor	Dpp4
1.7378568445050687e-280	-1.588613956855467	0.36	0.624	2.5132885685232303e-276	progenitor	Cd7
5.517074507281179e-278	0.5638118917943347	0.854	0.548	7.978793152430041e-274	progenitor	Rps28
9.248797206075196e-278	0.4443709257259667	0.974	0.785	1.3375610519425947e-273	progenitor	Limd2
2.209299599035298e-274	0.4466203565885351	0.505	0.183	3.195089080124848e-270	progenitor	Gramd3
1.0480126379829274e-270	0.31533184458917185	0.217	0.042	1.5156358770509096e-266	progenitor	Cmah
2.220952896970586e-270	0.3498076308206519	0.996	0.959	3.2119420795988615e-266	progenitor	Rpl5
4.435716786230217e-270	0.6075869615644747	0.755	0.401	6.41493361624614e-266	progenitor	Pou2f2
4.370119053684249e-268	0.4384406519062024	0.497	0.181	6.320066175438161e-264	progenitor	Nek7
1.0013966164382155e-264	-0.8148371461751247	0.227	0.558	1.4482197866929473e-260	progenitor	Ifngr1
4.346317118503091e-264	0.5057809118134733	0.959	0.658	6.2856438167791705e-260	progenitor	Ly6a
1.5565318567250896e-262	0.25630560433015004	0.125	0.013	2.2510563711958244e-258	progenitor	Oasl2
1.2957642522974068e-253	0.30941816741733463	1	0.982	1.87393426167251e-249	progenitor	Rpl14
8.320153380957475e-250	0.28376141631215734	0.276	0.068	1.20326058195407e-245	progenitor	Tspan31
3.9126780949940615e-249	0.5542626129553909	0.753	0.415	5.658515060980412e-245	progenitor	Arap2
1.6992768457852868e-248	0.5354362076522617	0.538	0.22	2.457494174374682e-244	progenitor	Kcnq1ot1
5.646376089638949e-246	0.38271060940129675	0.327	0.093	8.165789100835847e-242	progenitor	Zbtb20
3.8704719084906065e-243	0.4331582445623432	0.567	0.235	5.597476474059115e-239	progenitor	Kcnn4
7.715532295421837e-243	0.36433417192364875	0.338	0.101	1.1158202805639062e-238	progenitor	Actn1
7.563734624556738e-238	0.285052965965758	0.189	0.036	1.0938673014033954e-233	progenitor	Rgs10
4.04691340593907e-236	0.2725456857918892	0.218	0.047	5.852646167669083e-232	progenitor	Etv6
6.059164394303734e-236	-0.7285578286843741	0.653	0.783	8.76276354704206e-232	progenitor	Sh2d2a
2.1210669239860703e-233	0.3053803025682021	0.275	0.072	3.0674869854686548e-229	progenitor	Zc3h12d
8.558914268912802e-228	0.3545714843306376	0.377	0.124	1.2377901815701694e-223	progenitor	Clec2i
9.857131601389241e-228	-0.8185445726111109	0.042	0.364	1.425538372192912e-223	progenitor	Cd244
1.4335088347608902e-225	0.39047261756969176	0.105	0.011	2.0731404768311993e-221	progenitor	Penk
5.336873354797027e-225	0.3404576206561027	0.34	0.105	7.718186245707461e-221	progenitor	Fchsd2
4.89037472367738e-223	-0.7438175595123733	0.042	0.361	7.072459925382227e-219	progenitor	Fgl2
3.740111441091002e-222	-0.42139007381589666	0.948	0.959	5.408949166105807e-218	progenitor	Cyba
1.2930651251456844e-219	0.44603127827877365	0.856	0.56	1.8700307839856889e-215	progenitor	Gm10073
9.971343167308521e-218	0.2735389871452459	0.233	0.056	1.4420556488561584e-213	progenitor	Cpne3
1.997313070065634e-216	0.43517165616200537	0.856	0.554	2.88851416192892e-212	progenitor	mt-Nd5
3.173729720528728e-216	0.29579434508261815	0.274	0.075	4.5898479218286467e-212	progenitor	Scml4
2.3597808390769857e-213	0.32784719074727964	0.351	0.113	3.412715049473137e-209	progenitor	Kif1b
4.5679789577982746e-213	0.3468634276160278	0.345	0.112	6.606211168767865e-209	progenitor	Lef1
4.453686453097512e-212	-0.6765814699146719	0.791	0.824	6.440921348469621e-208	progenitor	Rap1b
5.362878045603931e-212	0.4598000694144655	0.795	0.488	7.755794229552406e-208	progenitor	Rps12-ps3
2.1565180920369777e-211	-0.7150588943990099	0.352	0.608	3.1187564647038775e-207	progenitor	Gzmk
1.4414899648953846e-210	0.41076871421972194	0.47	0.186	2.084682787231705e-206	progenitor	Irf2bp2
9.13517223228704e-207	0.40022334807245596	0.576	0.258	1.3211286082333517e-202	progenitor	Ctss
2.1924195640843433e-204	0.43603300977188697	0.536	0.233	3.1706771735787775e-200	progenitor	Zfp36l1
1.3571619871428088e-203	0.4287348412220964	0.598	0.28	1.96272766580593e-199	progenitor	Map4k4
6.614156828418847e-203	0.3382614735757441	0.994	0.93	9.565393605259337e-199	progenitor	Ms4a6b
8.269393524089834e-203	-0.3316209859152468	0.978	0.981	1.1959196914538719e-198	progenitor	Itm2b
9.657325383127108e-202	0.32850768618585624	0.99	0.931	1.3966423969078422e-197	progenitor	Rps15
4.140928695328678e-200	-0.4647572593141196	0.828	0.905	5.988611079184334e-196	progenitor	Selplg
4.0208940908221194e-198	0.2883967637216904	0.167	0.033	5.815017034146949e-194	progenitor	Iigp1
1.2482570659902423e-197	-0.5106942969084505	0.874	0.889	1.8052293688350885e-193	progenitor	Arl6ip1
3.242531745904904e-197	0.3658261863781316	0.453	0.181	4.689349410927672e-193	progenitor	Tspan3
1.7610543079409633e-195	0.35819967430378863	0.586	0.264	2.5468367401442212e-191	progenitor	Lamp1
1.603303866866146e-194	-0.396088365985112	0.95	0.956	2.3186980522618205e-190	progenitor	Cd3e
3.034951894883154e-194	-0.8383378359241085	0.388	0.638	4.389147430380017e-190	progenitor	Lgals3
8.166939936549768e-194	-0.6671395452625657	0.126	0.415	1.1811028536238274e-189	progenitor	Dapk2
1.0998437524593131e-191	-0.5401843494338306	0.579	0.735	1.5905940348066586e-187	progenitor	Efhd2
1.1715753322099207e-190	0.3929056510440253	0.575	0.269	1.6943322454419874e-186	progenitor	Zfos1
2.2060650377196904e-190	0.3119540129510945	0.998	0.939	3.190411257550216e-186	progenitor	Shisa5
7.325120270526796e-187	0.44582828975295896	0.655	0.333	1.0593588935235852e-182	progenitor	Hif1a
2.1558480945487216e-185	0.4164368775832541	0.908	0.674	3.1177875143363613e-181	progenitor	Hspe1
5.516287665549588e-184	0.35167099710905747	0.588	0.27	7.977655221917815e-180	progenitor	Evl
2.0636848916552435e-183	-0.6669664612480097	0.256	0.505	2.984501090311813e-179	progenitor	Ctsc
4.528204820269491e-182	-0.6783366829131157	0.687	0.814	6.548689811073738e-178	progenitor	Dusp2
1.2749528314675744e-181	0.3926231692889406	0.495	0.215	1.843836784868406e-177	progenitor	Nrp1
1.3564013581288884e-181	-0.6655185972617219	0.31	0.551	1.9616276441259984e-177	progenitor	Vps37b
1.5452492682675693e-181	0.34037498250115694	0.406	0.159	2.234739491768559e-177	progenitor	Ptpn6
3.702121710219726e-181	0.3701114113729038	0.939	0.741	5.3540084173197675e-177	progenitor	Rpl31
2.9189846068314197e-180	0.3734797969213681	0.941	0.751	4.221435538399599e-176	progenitor	Eef1g
4.323094265897768e-177	-0.6355264544311816	0.037	0.306	6.2520589273413525e-173	progenitor	Sytl2
9.146763479151092e-176	0.3813817263203181	0.905	0.668	1.3228049343548308e-171	progenitor	Rpl6
1.279888044979961e-174	-0.4143690199729999	0.883	0.913	1.8509740906500194e-170	progenitor	S100a11
3.1293130494687856e-174	0.27184243589860846	0.248	0.073	4.525612532141758e-170	progenitor	Ikbke
1.229536763623743e-173	0.3352996122427667	0.96	0.806	1.778156067552657e-169	progenitor	Eif3e
1.8329380865980867e-171	0.33868658605862434	0.986	0.891	2.650795060838153e-167	progenitor	Xist
7.181663507720702e-171	0.28661985639825066	0.335	0.119	1.038612176486568e-166	progenitor	Gprin3
5.907393002750221e-170	0.28355534147094374	0.992	0.925	8.543271760577369e-166	progenitor	Eif3f
4.062208330970114e-169	0.37343600118641274	0.542	0.258	5.874765688248979e-165	progenitor	Dgka
4.548899812809585e-169	0.442738668373738	0.41	0.17	6.578618909285222e-165	progenitor	Usp18
5.745302949612391e-168	-0.27468567692481916	0.998	0.999	8.30885712572944e-164	progenitor	Pfn1
8.634468156106218e-167	0.4618715408167817	0.602	0.317	1.2487167847360813e-162	progenitor	Gm26917
1.3472885050470343e-165	0.3100324708629489	0.314	0.111	1.948448635999021e-161	progenitor	Faah
1.7370399647515794e-165	0.3248173692791473	0.482	0.209	2.512107197023734e-161	progenitor	Camk2d
2.515907048618974e-165	0.27938947299751565	0.302	0.103	3.63850477371276e-161	progenitor	Lysmd2
7.688151166240187e-165	-0.5747509115135255	0.354	0.566	1.111860421661656e-160	progenitor	Chsy1
1.4364882658198669e-164	0.35840694872773815	0.928	0.726	2.0774493300286914e-160	progenitor	Rpl7a
1.7950504278039932e-164	-0.8578254975001174	0.068	0.328	2.596001928690135e-160	progenitor	Cx3cr1
6.132019682047844e-164	-0.6264276153038805	0.104	0.362	8.868126864177592e-160	progenitor	Glrx
1.398387056918775e-163	0.27290271406640604	0.325	0.116	2.0223473617159326e-159	progenitor	Gramd4
6.330299123882915e-162	-0.4773183584804592	0.752	0.81	9.154878592959471e-158	progenitor	Gimap7
1.1060136519206429e-161	0.38072578307758076	0.868	0.609	1.5995169434076336e-157	progenitor	mt-Nd3
3.12106226343761e-160	0.35301085329112647	0.558	0.276	4.513680245383472e-156	progenitor	Rpl10-ps3
1.8369795334581055e-159	-0.38548187277944557	0.94	0.944	2.6566398012871123e-155	progenitor	Calm1
5.080072324965136e-159	-0.3188850589240002	0.985	0.977	7.346800596364581e-155	progenitor	Myl6
1.0759890883564113e-158	0.4043841193793136	0.911	0.722	1.556095419581042e-154	progenitor	Sh2d1a
2.271335195791858e-158	0.408274124722547	0.918	0.725	3.284804960154185e-154	progenitor	Mndal
3.2195968527147653e-156	0.2626533020596953	1	0.986	4.656180968396094e-152	progenitor	Tmsb10
4.0424919352343847e-156	0.3158355391299363	0.38	0.154	5.846251836735967e-152	progenitor	Fam162a
1.0102375904562726e-154	0.3445615921279357	0.674	0.362	1.4610056033178615e-150	progenitor	Cxcr3
2.1123615955450704e-153	-0.604020648752549	0.386	0.586	3.0548973394772808e-149	progenitor	Serpinb6b
1.174206089202371e-152	-0.6756513436895427	0.094	0.342	1.698136846204469e-148	progenitor	Cd200r4
3.0800724223146636e-152	0.3317110756195245	0.939	0.756	4.4544007371514666e-148	progenitor	Rps17
2.6240796674291197e-151	-0.4308889645130032	0.984	0.984	3.794944015035993e-147	progenitor	Ptma
7.023008095958585e-150	-0.344500662035911	0.95	0.949	1.0156674308375306e-145	progenitor	Ptprcap
7.004244691560235e-149	0.4235174871057046	0.779	0.483	1.0129538672934412e-144	progenitor	Mif
9.333236159745316e-149	0.3020482896151666	0.965	0.832	1.3497726134223677e-144	progenitor	Atp5g2
9.554409184488265e-149	-0.9157698365152758	0.567	0.697	1.381758656260693e-144	progenitor	Rgs1
1.1458750444085875e-146	0.33068174981819887	0.489	0.232	1.6571644892236992e-142	progenitor	Rexo2
9.602496082637726e-145	0.285026070576289	0.366	0.149	1.388712983471068e-140	progenitor	Gpr18
5.455913997670691e-144	-0.34494208698162576	0.904	0.916	7.8903428234313535e-140	progenitor	Abracl
4.591993679904174e-142	0.31859325388978754	0.509	0.249	6.640941259877417e-138	progenitor	Rpl6l
9.305628899805747e-141	-0.3041563465143149	0.974	0.966	1.3457800514899071e-136	progenitor	Fxyd5
1.1884821873400774e-140	0.4810642766243183	0.786	0.521	1.7187829393312199e-136	progenitor	Nfkbia
3.1000447959812426e-139	0.3278937545042804	0.978	0.887	4.483284783948073e-135	progenitor	Junb
5.01548303926561e-139	0.2808253937230414	0.992	0.967	7.253391571385925e-135	progenitor	Rpl38
8.653492960055575e-139	-0.4698814002275331	0.618	0.703	1.2514681518832373e-134	progenitor	Reep5
1.717106544891568e-138	0.3071869109689502	0.354	0.147	2.4832794852221857e-134	progenitor	Casp4
3.576924767495261e-138	0.29148547229443134	0.468	0.218	5.172948598751646e-134	progenitor	Fosb
2.3117494205324605e-137	0.32970740515273333	0.738	0.442	3.3432520119740444e-133	progenitor	Slc25a4
3.145759493009478e-137	-0.5699916090615128	0.021	0.24	4.5493973787903074e-133	progenitor	Adgrg1
1.5227076858046525e-135	-0.4306718404968306	0.72	0.772	2.2021398552106885e-131	progenitor	S100a13
2.1629171294619035e-133	0.31308787065523846	0.567	0.295	3.128010752627805e-129	progenitor	Rpl15
2.951013646063467e-133	0.3005534043335282	0.317	0.127	4.267755934936986e-129	progenitor	Ctla2b
7.885810252565078e-133	0.3336043616632969	0.996	0.947	1.1404458787259616e-128	progenitor	Ifi27l2a
1.5598575726943394e-132	-0.5308523049943599	0.763	0.8	2.2558660216305536e-128	progenitor	Emp3
1.9987973084032367e-132	0.317484627463123	0.625	0.339	2.890660667412761e-128	progenitor	Nfkb1
1.060706259822699e-131	-0.961417859359178	0.778	0.762	1.5339933929555874e-127	progenitor	Lgals1
2.371931608081398e-131	-0.3081514699690395	0.941	0.945	3.4302874916073177e-127	progenitor	Clic1
1.8113584304659174e-130	-0.3321826835076147	0.908	0.91	2.6195865621398098e-126	progenitor	Actr3
3.417885979894768e-129	-0.6886369003562665	0.882	0.887	4.942946704123814e-125	progenitor	Hmgb2
9.459873838770597e-129	-0.48619814352166224	0.021	0.228	1.3680869545630037e-124	progenitor	Entpd1
1.0377321484226132e-128	0.3383272715515798	0.488	0.242	1.5007682330487831e-124	progenitor	Rnf213
5.171506548658308e-127	-0.28386214973045165	0.969	0.96	7.479032770669646e-123	progenitor	Arpc2
1.697546221703751e-126	0.2532349058658837	0.347	0.146	2.454991345827965e-122	progenitor	Rps26-ps1
9.108542633920937e-126	-0.6655936780743184	0.152	0.364	1.3172774357176459e-121	progenitor	Abcb9
5.935986930095687e-125	0.2851397884886853	0.384	0.17	8.584624298304382e-121	progenitor	Inpp4b
1.6717342458542478e-124	-0.2966148242026092	0.954	0.949	2.417662066354413e-120	progenitor	Cdc42
5.133366176032987e-124	0.34418014557622256	0.45	0.217	7.423874163778905e-120	progenitor	Socs1
1.0305229252913287e-123	0.3193055796990336	0.598	0.328	1.4903422545563196e-119	progenitor	Pgam1
6.22575049554025e-123	-0.422390701239846	0.748	0.783	9.003680366650309e-119	progenitor	Itgb2
7.878882606588e-123	0.2953453646676226	0.552	0.288	1.1394440025647565e-118	progenitor	Rps27rt
2.9976353835817106e-122	-0.2652621641355002	0.976	0.973	4.33518029173587e-118	progenitor	Arpc1b
1.1465297865520352e-120	-0.502367251404671	0.321	0.505	1.6581113773115535e-116	progenitor	Ptp4a3
1.6523351459656948e-120	-0.5131851569770576	0.918	0.925	2.3896070880955877e-116	progenitor	Crip1
1.246212592733036e-119	-0.48353950748748953	0.473	0.649	1.8022726516105167e-115	progenitor	Pim1
3.025897014846854e-119	-0.4845557029817621	0.427	0.569	4.37605226287152e-115	progenitor	Rpa2
1.4648522410835726e-117	0.47961829907596476	0.722	0.47	2.1184693110550628e-113	progenitor	Batf
1.3640132411724022e-116	-0.32424561543259123	0.825	0.832	1.9726359493835282e-112	progenitor	Clta
1.3757549352737862e-116	0.29551421936466604	0.594	0.332	1.9896167873929496e-112	progenitor	Fos
7.043195860814765e-116	-0.5340043805512185	0.264	0.458	1.0185869853910313e-111	progenitor	Txk
3.3713289572582134e-115	0.2774088273375895	0.306	0.128	4.8756159379868285e-111	progenitor	Oas3
6.564088202265574e-115	0.2813987022519745	0.487	0.249	9.492984358116473e-111	progenitor	Mrpl23
5.295575579028872e-114	-0.3304234583212955	0.908	0.909	7.658461402391555e-110	progenitor	Lsp1
8.66517564281658e-114	-0.5205408202141816	0.021	0.209	1.253157701464134e-109	progenitor	Actn2
3.6002354872842964e-113	-0.5367211118440209	0.071	0.271	5.206660561710549e-109	progenitor	Cish
1.1703439200765815e-110	-0.4942406804733058	0.29	0.464	1.6925513772147522e-106	progenitor	Osbpl3
1.8306158413157737e-110	-0.39733655780334876	0.844	0.87	2.647436629710872e-106	progenitor	Cd8a
4.760299384335913e-110	-0.4742164075667585	0.021	0.204	6.884344969626597e-106	progenitor	Chn2
4.513040610034995e-109	-0.31918457738704475	0.855	0.852	6.52675933023261e-105	progenitor	Capzb
5.046485088014837e-108	0.2774884151727881	0.921	0.738	7.298226734287057e-104	progenitor	Rpl9
1.3503233073462721e-107	0.2810144034156006	0.939	0.803	1.9528375670841786e-103	progenitor	Gm9843
5.782505241396205e-107	0.4252215472665617	0.717	0.466	8.362659080107191e-103	progenitor	Bst2
7.267765051109832e-107	-0.7399822724061547	0.563	0.665	1.051064181691504e-102	progenitor	S100a4
1.3053857569333297e-105	-0.30793331036902627	0.965	0.951	1.8878488816769815e-101	progenitor	Sh3bgrl3
5.679120042444915e-105	-0.6087682801182763	0.483	0.599	8.213143405383836e-101	progenitor	Klrc1
2.4526039739373545e-103	0.3146477971039253	0.492	0.267	3.546955867108202e-99	progenitor	Rilpl2
3.310701052748213e-102	-0.41774943209564436	0.025	0.2	4.7879358624844655e-98	progenitor	Havcr2
7.357099834337796e-101	-0.8724553064971009	0.21	0.385	1.063983778041932e-96	progenitor	Zeb2
1.4109501139519079e-100	-0.5081198991770198	0.32	0.482	2.040516054797249e-96	progenitor	Cd226
1.4782023552179642e-100	-0.43121484245685293	0.046	0.226	2.13777624611622e-96	progenitor	Lat2
3.15658470341451e-100	-0.9087030159473817	0.068	0.253	4.5650527980780645e-96	progenitor	Klre1
1.1236366212814898e-99	-0.5017924932797995	0.096	0.28	1.6250032816972904e-95	progenitor	Camk2n1
1.1924103495355137e-99	0.25851453323491524	0.528	0.284	1.72446384749826e-95	progenitor	Hmgn1
2.8568236770345693e-99	0.27149178103278193	0.493	0.263	4.1315384017273944e-95	progenitor	Fbl
3.9022890570090614e-99	0.26391846521340045	0.378	0.185	5.643490434246505e-95	progenitor	Impdh2
6.025431987828065e-99	0.2689554637390428	0.588	0.335	8.713979740796948e-95	progenitor	Rnf138
7.74189768088009e-99	-0.294465589357533	0.877	0.865	1.1196332426088786e-94	progenitor	Ppp1ca
3.9720916344305864e-98	0.2593743407343082	0.479	0.253	5.744438921713514e-94	progenitor	Tle3
5.0745664115652366e-98	0.28727725654261893	0.77	0.512	7.338837944405645e-94	progenitor	Pebp1
1.8019920213032897e-97	-0.4526084722436269	0.455	0.576	2.6060408612088175e-93	progenitor	Adgre5
1.2934787244832139e-96	-0.5703603007595597	0.529	0.636	1.8706289313476238e-92	progenitor	Pdcd1
1.8406942611732769e-96	0.5195590230697484	0.351	0.173	2.662012040508793e-92	progenitor	Ifit3
6.6687963620140936e-96	-0.4033349621564195	0.562	0.651	9.644413298744782e-92	progenitor	Prex1
3.072316499842191e-95	-0.49865639257861566	0.237	0.407	4.4431841220717763e-91	progenitor	Serpinb9
7.771026944455577e-95	-0.418996657038442	0.583	0.665	1.1238459167071656e-90	progenitor	Hsp90b1
7.98819610329683e-95	-0.6231678090555073	0.022	0.186	1.1552529204587876e-90	progenitor	S1pr5
1.2444220910003966e-94	-0.3340118675723265	0.731	0.785	1.7996832280047736e-90	progenitor	Epsti1
2.021853591446748e-94	-0.423414992598045	0.045	0.215	2.924004663950287e-90	progenitor	2310031A07Rik
9.416419835032119e-92	-0.47676731025820257	0.03	0.194	1.361802636542345e-87	progenitor	Sept4
4.1576144884174944e-91	-0.5769234197729585	0.532	0.66	6.01274207314938e-87	progenitor	Vim
6.3091009222627575e-90	-0.4263483371736293	0.468	0.568	9.1242217537764e-86	progenitor	Gng2
